field_type,ID,Location,Taxa,Numeric,Time,Time,Categorical,Comments
269,18_03_08_4,C10 621,Slender-billed Crow,10,00:01:00,01:01:00 PM,AV,NA
270,18_03_08_4,C10 621,Yellow-bellied Prinia,13,00:01:14,01:01:14 PM,A,NA
271,18_03_08_4,C10 621,Pycnonotus,17,00:05:10,01:05:10 PM,A,NA
272,18_03_08_4,C10 621,Green Iora,15,00:06:23,01:06:23 PM,A,NA
273,18_03_08_4,C10 621,Greater Coucal,30,00:09:21,01:09:21 PM,A,NA
274,18_03_08_4,C10 621,Bold-striped Tit-babbler,15,00:09:48,01:09:48 PM,A,NA
275,18_03_08_4,C10 621,Yellow-bellied Prinia,25,00:12:09,01:12:09 PM,A,NA
276,18_03_08_4,C10 621,Rufous-tailed Tailorbird,3,00:12:15,01:12:15 PM,A,NA
277,18_03_08_4,C10 621,Dark-necked Tailorbird,5,00:12:45,01:12:45 PM,A, XC444252
278,18_03_08_4,C10 621,Black-winged flycatcher-shrike,1,00:18:00,01:18:00 PM,AV,NA
279,18_03_08_4,C10 621,Crimson Sunbird,2,00:18:00,01:18:00 PM,AV,Male and female
280,18_03_08_4,C10 621,Crimson Sunbird,2,00:18:00,01:18:00 PM,AV,NA
281,18_03_08_4,C10 621,Green Iora,6,00:18:00,01:18:00 PM,AV,Male and female
282,18_03_08_4,C10 621,Large Woodshrike,4,00:18:00,01:18:00 PM,AV,NA
283,18_03_08_5,C10 621,NA,NA,NA,NA,NA,Raining
284,18_03_08_6,C10 621,Common Emerald Dove,40,00:00:15,03:00:15 PM,A,Tik-hoooo
285,18_03_08_6,C10 621,Yellow-rumped Flowerpecker,15,00:00:19,03:00:19 PM,A,NA
286,18_03_08_6,C10 621,Black-headed Bulbul,30,00:00:28,03:00:28 PM,A,NA
287,18_03_08_6,C10 621,Pycnonotus,6,00:00:50,03:00:50 PM,A,NA
288,18_03_08_6,C10 621,Spectacled Bulbul,18,00:01:03,03:01:03 PM,A,NA
289,18_03_08_6,C10 621,Black-headed Bulbul,20,00:02:00,03:02:00 PM,A,NA
290,18_03_08_6,C10 621,Bold-striped Tit-babbler,25,00:02:11,03:02:11 PM,A,NA
291,18_03_08_6,C10 621,Pycnonotus,30,00:03:21,03:03:21 PM,V,1 eating a flower
292,18_03_08_6,C10 621,Pycnonotus,30,00:03:21,03:03:21 PM,V,NA
293,18_03_08_6,C10 621,Black-and-yellow Broadbill,40,00:03:36,03:03:36 PM,A,NA
294,18_03_08_6,C10 621,Yellow-bellied Prinia,15,00:03:46,03:03:46 PM,A,NA
295,18_03_08_6,C10 621,Bold-striped Tit-babbler,20,00:04:07,03:04:07 PM,A,NA
296,18_03_08_6,C10 621,Sunbird,12,00:04:21,03:04:21 PM,A,Sounds like either Van Hasselt’s/Brown-throated/plain/olive-backed SB
297,18_03_08_6,C10 621,Malacopteron,20,00:05:01,03:05:01 PM,A,NA
298,18_03_08_6,C10 621,Yellow-breasted Flowerpecker,13,00:05:07,03:05:07 PM,A,NA
299,18_03_08_6,C10 621,Plaintive Cuckoo,35,00:05:25,03:05:25 PM,A,NA
300,18_03_08_6,C10 621,NA,10,00:06:30,03:06:30 PM,V,Sunbird or little spiderhunter? Seen the grey-ish throat of 1 of both individuals
301,18_03_08_6,C10 621,NA,10,00:06:30,03:06:30 PM,V,Sunbird or little spiderhunter? Seen the grey-ish throat of 1 of both individuals
302,18_03_08_6,C10 621,Yellow-bellied Prinia,10,00:09:52,03:09:52 PM,A,NA
303,18_03_08_6,C10 621,Ashy Tailorbird,15,00:10:07,03:10:07 PM,A,also at 12:37
304,18_03_08_6,C10 621,Rufous-tailed Tailorbird,30,00:10:46,03:10:46 PM,A,NA
305,18_03_08_6,C10 621,Black-winged flycatcher-shrike,15,00:11:14,03:11:14 PM,A,NA
306,18_03_08_6,C10 621,White-crowned Shama,35,00:11:18,03:11:18 PM,A,NA
307,18_03_08_6,C10 621,Scarlet Minivet,15,00:11:57,03:11:57 PM,A,Also at 13:23
308,18_03_08_6,C10 621,Dicaeidae,12,00:12:18,03:12:18 PM,V,flying over
309,18_03_08_6,C10 621,Dicaeidae,12,00:12:18,03:12:18 PM,V,flying over
310,18_03_08_6,C10 621,Slender-billed Crow,30,00:12:48,03:12:48 PM,A,NA
311,18_03_08_6,C10 621,Bold-striped Tit-babbler,15,00:14:09,03:14:09 PM,A,NA
312,18_03_08_6,C10 621,Greater Coucal,20,00:15:11,03:15:11 PM,A,NA
313,18_03_08_6,C10 621,Black-headed Bulbul,20,00:16:15,03:16:15 PM,A,NA
314,18_03_08_6,C10 621,NA,4,00:16:27,03:16:27 PM,A,Shrike-like call but less harsh
315,18_03_09_1,VJR 1,Pycnonotus,25,00:00:01,11:20:01 AM,NA,NA
316,18_03_09_1,VJR 1,Human noise,4,00:00:08,11:20:08 AM,NA,NA
317,18_03_09_1,VJR 1,Great Argus,60,00:00:46,11:20:46 AM,A,NA
318,18_03_09_1,VJR 1,Black Hornbill,40,00:01:09,11:21:09 AM,A,Also at 2:34; 3:37
319,18_03_09_1,VJR 1,Little Spiderhunter,7,00:01:17,11:21:17 AM,NA,NA
320,18_03_09_1,VJR 1,Great Argus,70,00:02:38,11:22:38 AM,A,NA
321,18_03_09_1,VJR 1,Rufous-fronted Babbler,80,00:02:52,11:22:52 AM,NA,NA
322,18_03_09_1,VJR 1,Great Slaty Woodpecker,60,00:02:54,11:22:54 AM,A,NA
323,18_03_09_1,VJR 1,Chestnut-backed Scimitar Babbler,60,00:05:07,11:25:07 AM,A,NA
324,18_03_09_1,VJR 1,Red-throated Barbet,60,00:05:50,11:25:50 AM,NA,also at 8:13; 8:19; 8:28
325,18_03_09_1,VJR 1,Great Slaty Woodpecker,65,00:06:02,11:26:02 AM,NA,NA
326,18_03_09_1,VJR 1,Little Spiderhunter,10,00:10:21,11:30:21 AM,NA,NA
327,18_03_09_1,VJR 1,Brown Fulvetta,40,00:10:40,11:30:40 AM,NA,NA
328,18_03_09_1,VJR 1,NA,6,00:11:25,11:31:25 AM,A,"shrek, small bird rapidly flying overhead"
329,18_03_09_1,VJR 1,Asian Fairy Bluebird,30,00:11:26,11:31:26 AM,NA,NA
330,18_03_09_1,VJR 1,Van Hasselt's Sunbird,18,00:11:49,11:31:49 AM,NA,NA
331,18_03_09_1,VJR 1,Black-and-yellow Broadbill,80,00:17:56,11:37:56 AM,A,NA
332,18_03_09_1,VJR 1,NA,50,NA,NA,A,Wroo-wroo-wroo; not audible on PC recording
333,18_03_09_2,VJR 1,Slender-billed Crow,60,00:00:15,12:00:15 PM,A,NA
334,18_03_09_2,VJR 1,Black-and-yellow Broadbill,80,00:00:32,12:00:32 PM,A,NA
335,18_03_09_2,VJR 1,White-crowned Shama,40,00:02:04,12:02:04 PM,A,NA
336,18_03_09_2,VJR 1,Chestnut-winged Babbler,40,00:02:17,12:02:17 PM,A,NA
337,18_03_09_2,VJR 1,Red-throated Barbet,30,00:03:34,12:03:34 PM,A,NA
338,18_03_09_2,VJR 1,Golden-whiskered Barbet,40,00:03:46,12:03:46 PM,A,NA
339,18_03_09_2,VJR 1,Great Argus,40,00:04:41,12:04:41 PM,A,NA
340,18_03_09_2,VJR 1,Great Slaty Woodpecker,40,00:05:35,12:05:35 PM,A,NA
341,18_03_09_2,VJR 1,Maroon-breasted Philentoma,30,00:05:46,12:05:46 PM,A,NA
342,18_03_09_2,VJR 1,Monarchidae,45,00:07:54,12:07:54 PM,A,NA
343,18_03_09_2,VJR 1,Spectacled Bulbul,35,00:10:32,12:10:32 PM,A,NA
344,18_03_09_2,VJR 1,Black Hornbill,70,00:11:04,12:11:04 PM,A,NA
345,18_03_09_2,VJR 1,Smiths Giant Gecko,NA,00:11:56,12:11:56 PM,A,NA
346,18_03_09_2,VJR 1,Chestnut-winged Babbler,40,00:12:06,12:12:06 PM,A,NA
347,18_03_09_2,VJR 1,Dark-sided Flycatcher,20,00:12:10,12:12:10 PM,A,NA
348,18_03_09_2,VJR 1,Dicaeidae,25,00:13:23,12:13:23 PM,A,NA
349,18_03_09_2,VJR 1,Rufous-fronted Babbler,30,00:13:57,12:13:57 PM,A,NA
350,18_03_09_2,VJR 1,Dark-throated Oriole,50,00:14:44,12:14:44 PM,A,NA
351,18_03_09_2,VJR 1,Chestnut-backed Scimitar Babbler,60,00:15:36,12:15:36 PM,A,NA
352,18_03_09_2,VJR 1,NA,40,00:16:38,12:16:38 PM,A,Uh-ohw-eu; relatively mournful = also dark-throated oriole?
353,18_03_09_2,VJR 1,Brown Fulvetta,12,00:16:40,12:16:40 PM,A,NA
354,18_03_09_2,VJR 1,Dark-necked Tailorbird,45,00:17:44,12:17:44 PM,A,NA
355,18_03_09_2,VJR 1,Little Spiderhunter,10,00:18:38,12:18:38 PM,A,NA
356,18_03_09_3,VJR 1,Dark-necked Tailorbird,40,00:00:14,01:00:14 PM,A,Also at 4:20
357,18_03_09_3,VJR 1,Maroon-breasted Philentoma,50,00:00:57,01:00:57 PM,A,NA
358,18_03_09_3,VJR 1,Black-and-yellow Broadbill,30,00:01:15,01:01:15 PM,A,kheeee
359,18_03_09_3,VJR 1,Brown Fulvetta,30,00:04:52,01:04:52 PM,A,JA61
360,18_03_09_3,VJR 1,Little Spiderhunter,7,00:04:54,01:04:54 PM,A,NA
361,18_03_09_3,VJR 1,Pycnonotus,25,00:05:10,01:05:10 PM,A,NA
362,18_03_09_3,VJR 1,Red-throated Barbet,30,00:07:53,01:07:53 PM,A,JA62
363,18_03_09_3,VJR 1,Golden-whiskered Barbet,30,00:08:33,01:08:33 PM,A,NA
364,18_03_09_3,VJR 1,Bushy-crested Hornbill,80,00:09:28,01:09:28 PM,A,NA
365,18_03_09_3,VJR 1,NA,25,00:16:28,01:16:28 PM,A,small bird insignificant song/call
366,18_03_09_3,VJR 1,Bushy-crested Hornbill,100,00:19:43,01:19:43 PM,A,NA
367,18_03_09_4,VJR 1,White-crowned Shama,40,00:00:59,02:00:59 PM,A,NA
368,18_03_09_4,VJR 1,Great Argus,40,00:01:51,02:01:51 PM,A,NA
369,18_03_09_4,VJR 1,Bushy-crested Hornbill,60,00:03:55,02:03:55 PM,A,NA
370,18_03_09_4,VJR 1,Little Spiderhunter,4,00:08:14,02:08:14 PM,A,NA
371,18_03_09_4,VJR 1,Red-throated Barbet,50,00:11:41,02:11:41 PM,A,NA
372,18_03_09_4,VJR 1,Golden-whiskered Barbet,50,00:16:38,02:16:38 PM,A,NA
373,18_03_09_5,VJR 1,Brown Fulvetta,30,00:00:12,03:00:12 PM,A,NA
374,18_03_09_5,VJR 1,Human noise,NA,00:01:32,03:01:32 PM,NA,NA
375,18_03_09_5,VJR 1,Great Argus,40,00:03:29,03:03:29 PM,A,NA
376,18_03_09_6,VJR 1,Large Woodshrike,30,00:00:04,04:00:04 PM,NA,NA
377,18_03_09_6,VJR 1,Rufous-fronted Babbler,40,00:00:28,04:00:28 PM,A,NA
378,18_03_09_6,VJR 1,Great Slaty Woodpecker,40,00:01:15,04:01:15 PM,NA,also at 14:39
379,18_03_09_6,VJR 1,Spectacled Bulbul,25,00:01:48,04:01:48 PM,NA,NA
380,18_03_09_6,VJR 1,NA,30,00:02:27,04:02:27 PM,NA,Semi melodical = leafbird?
381,18_03_09_6,VJR 1,Black-and-yellow Broadbill,70,00:02:38,04:02:38 PM,NA,NA
382,18_03_09_6,VJR 1,Yellow-bellied Bulbul,4,00:03:09,04:03:09 PM,NA,NA
383,18_03_09_6,VJR 1,Short-tailed Babbler,18,00:04:18,04:04:18 PM,AV,NA
384,18_03_09_6,VJR 1,White-crowned Shama,40,00:13:29,04:13:29 PM,A,NA
385,18_03_09_6,VJR 1,Orthotomus,6,00:18:08,04:18:08 PM,A,NA
386,18_03_10_1,E1 648,Chestnut-winged Babbler,20,00:00:30,10:00:30 AM,A,NA
387,18_03_10_1,E1 648,Chestnut-winged Babbler,30,00:00:53,10:00:53 AM,A,NA
388,18_03_10_1,E1 648,Chestnut-necklaced Partridge,50,00:01:00,10:01:00 AM,A,NA
389,18_03_10_1,E1 648,White-crowned Shama,15,00:01:06,10:01:06 AM,A,NA
390,18_03_10_1,E1 648,Black-headed Bulbul,6,00:05:40,10:05:40 AM,AV,NA
391,18_03_10_1,E1 648,Dicaeidae,15,00:06:50,10:06:50 AM,A,NA
392,18_03_10_1,E1 648,Cream-vented Bulbul,NA,00:07:22,10:07:22 AM,A,NA
393,18_03_10_1,E1 648,Black-headed Bulbul,NA,00:07:39,10:07:39 AM,A,NA
394,18_03_10_1,E1 648,Raffles's Malkoha,12,00:09:20,10:09:20 AM,A,"JA64, JA65"
395,18_03_10_1,E1 648,NA,18,00:12:56,10:12:56 AM,A,Chew-whit = lesser green leafbird?
396,18_03_10_1,E1 648,Sooty-capped Babbler,12,00:13:15,10:13:15 AM,A,NA
397,18_03_10_1,E1 648,Black-headed Bulbul,10,00:15:45,10:15:45 AM,A,NA
398,18_03_10_1,E1 648,Great Argus,40,00:17:35,10:17:35 AM,A,NA
399,18_03_10_1,E1 648,Treeshrew,11,NA,NA,A,"JA67, JA68, JA72"
400,18_03_10_2,E1 648,White-crowned Shama,15,00:00:01,11:00:01 AM,A,JA63
401,18_03_10_2,E1 648,Treeshrew,15,00:00:05,11:00:05 AM,A,Also at 3:01; 10:10
402,18_03_10_2,E1 648,Plaintive Cuckoo,40,00:00:10,11:00:10 AM,A,Also at 13:12
403,18_03_10_2,E1 648,Cream-vented Bulbul,7,00:00:40,11:00:40 AM,AV,NA
404,18_03_10_2,E1 648,Rufous-tailed Tailorbird,30,00:00:59,11:00:59 AM,A,NA
405,18_03_10_2,E1 648,Black-headed Bulbul,NA,00:01:00,11:01:00 AM,A,NA
406,18_03_10_2,E1 648,Lesser Green Leafbird,30,00:01:22,11:01:22 AM,A,Also at 3:46
407,18_03_10_2,E1 648,Fluffy-backed Tit-babbler,40,00:01:23,11:01:23 AM,A,NA
408,18_03_10_2,E1 648,Short-tailed Babbler,18,00:01:44,11:01:44 AM,A,Also at 4:50; 8:54
409,18_03_10_2,E1 648,Orange-bellied Flowerpecker,3,00:02:30,11:02:30 AM,AV,also at 03:50; 17:47
410,18_03_10_2,E1 648,Greater Coucal,25,00:02:31,11:02:31 AM,A,NA
411,18_03_10_2,E1 648,Black-headed Bulbul,10,00:03:26,11:03:26 AM,A,NA
412,18_03_10_2,E1 648,Ashy Tailorbird,30,00:04:06,11:04:06 AM,A,NA
413,18_03_10_2,E1 648,Ashy Tailorbird,25,00:04:06,11:04:06 AM,A,NA
414,18_03_10_2,E1 648,Little Spiderhunter,13,00:04:14,11:04:14 AM,A,NA
415,18_03_10_2,E1 648,NA,12,00:04:40,11:04:40 AM,A,Wu-chi wu-chi = JA78. Also at 18:35
416,18_03_10_2,E1 648,Blue-eared Barbet,40,00:07:42,11:07:42 AM,A,NA
417,18_03_10_2,E1 648,Great Argus,200,00:13:20,11:13:20 AM,A,NA
418,18_03_10_2,E1 648,Chestnut-backed Scimitar Babbler,30,00:14:40,11:14:40 AM,A,NA
419,18_03_10_2,E1 648,NA,15,00:16:56,11:16:56 AM,A,peculiar short fast up and down
420,18_03_10_3,E1 648,Black-headed Bulbul,6,00:00:28,12:00:28 PM,A,JA81 in the beginning
421,18_03_10_3,E1 648,Sooty-capped Babbler,40,00:02:56,12:02:56 PM,A,NA
422,18_03_10_3,E1 648,Black-headed Bulbul,15,00:03:20,12:03:20 PM,A,NA
423,18_03_10_3,E1 648,Black-headed Bulbul,15,00:03:20,12:03:20 PM,A,NA
424,18_03_10_3,E1 648,Bee,NA,00:03:23,12:03:23 PM,A,NA
425,18_03_10_3,E1 648,Bronzed Drongo,8,00:04:03,12:04:03 PM,V,NA
426,18_03_10_3,E1 648,Fluffy-backed Tit-babbler,35,00:04:32,12:04:32 PM,A,NA
427,18_03_10_3,E1 648,Blue-eared Barbet,40,00:04:50,12:04:50 PM,A,Also at 8:33; 17:08
428,18_03_10_3,E1 648,Plaintive Cuckoo,40,00:05:22,12:05:22 PM,A,NA
429,18_03_10_3,E1 648,Orange-bellied Flowerpecker,15,00:06:45,12:06:45 PM,V,NA
430,18_03_10_3,E1 648,Little Spiderhunter,15,00:07:28,12:07:28 PM,A,NA
431,18_03_10_3,E1 648,NA,20,00:07:53,12:07:53 PM,A,Large mammal
432,18_03_10_3,E1 648,NA,20,00:08:06,12:08:06 PM,A,Wu-chi wu-chi = JA78
433,18_03_10_3,E1 648,Ashy Tailorbird,17,00:10:20,12:10:20 PM,A,NA
434,18_03_10_3,E1 648,Pycnonotus,18,00:11:13,12:11:13 PM,A,NA
435,18_03_10_3,E1 648,Dark-necked Tailorbird,10,00:11:20,12:11:20 PM,A,NA
436,18_03_10_3,E1 648,Bold-striped Tit-babbler,40,00:11:39,12:11:39 PM,A,NA
437,18_03_10_3,E1 648,Cream-vented Bulbul,12,00:13:48,12:13:48 PM,V,NA
438,18_03_10_3,E1 648,Cream-vented Bulbul,12,00:13:48,12:13:48 PM,V,NA
439,18_03_10_3,E1 648,Rufous Piculet,16,00:15:28,12:15:28 PM,A,NA
440,18_03_10_3,E1 648,Spectacled Bulbul,NA,00:19:53,12:19:53 PM,A,NA
441,18_03_10_3,E1 648,Little Spiderhunter,15,00:19:58,12:19:58 PM,A,NA
442,18_03_10_3,E1 648,Lesser Green Leafbird,20,NA,NA,V,NA
443,18_03_10_3,E1 648,Treeshrew,15,NA,NA,A,JA80
444,18_03_10_4,E1 648,Treeshrew,15,00:00:19,01:00:19 PM,A,JA80
445,18_03_10_4,E1 648,Great Argus,40,00:00:35,01:00:35 PM,A,NA
446,18_03_10_4,E1 648,Pycnonotus,13,00:00:42,01:00:42 PM,A,NA
447,18_03_10_4,E1 648,Short-tailed Babbler,17,00:00:43,01:00:43 PM,A,NA
448,18_03_10_4,E1 648,Spectacled Bulbul,16,00:01:16,01:01:16 PM,A,NA
449,18_03_10_4,E1 648,Black-headed Bulbul,NA,00:01:22,01:01:22 PM,A,NA
450,18_03_10_4,E1 648,Little Spiderhunter,12,00:01:41,01:01:41 PM,A,NA
451,18_03_10_4,E1 648,Pycnonotus,6,00:02:25,01:02:25 PM,A,NA
452,18_03_10_4,E1 648,Spectacled Bulbul,7,00:02:45,01:02:45 PM,A,NA
453,18_03_10_4,E1 648,Fluffy-backed Tit-babbler,40,00:03:16,01:03:16 PM,A,NA
454,18_03_10_4,E1 648,Bold-striped Tit-babbler,35,00:04:23,01:04:23 PM,A,NA
455,18_03_10_4,E1 648,Ashy Tailorbird,22,00:04:56,01:04:56 PM,A,NA
456,18_03_10_4,E1 648,Blue-eared Barbet,20,00:05:45,01:05:45 PM,A,NA
457,18_03_10_4,E1 648,Short-tailed Babbler,17,00:05:59,01:05:59 PM,A,NA
458,18_03_10_4,E1 648,Chestnut-winged Babbler,40,00:06:26,01:06:26 PM,A,NA
459,18_03_10_4,E1 648,NA,15,00:06:38,01:06:38 PM,A,short shrike-like sound
460,18_03_10_4,E1 648,Plaintive Cuckoo,50,00:11:04,01:11:04 PM,A,NA
461,18_03_10_4,E1 648,NA,10,00:13:00,01:13:00 PM,A,NA
462,18_03_10_4,E1 648,Chestnut-backed Scimitar Babbler,60,00:14:32,01:14:32 PM,A,NA
463,18_03_10_4,E1 648,Dark-necked Tailorbird,10,00:19:43,01:19:43 PM,A,NA
464,18_03_10_5,E1 648,Black-headed Bulbul,10,00:00:29,02:00:29 PM,A,NA
465,18_03_10_5,E1 648,Orange-bellied Flowerpecker,4,00:01:06,02:01:06 PM,AV,Also at 3:17; 4:58
466,18_03_10_5,E1 648,Plaintive Cuckoo,10,00:01:09,02:01:09 PM,A,NA
467,18_03_10_5,E1 648,Spectacled Bulbul,20,00:01:25,02:01:25 PM,A,NA
468,18_03_10_5,E1 648,Spectacled Bulbul,25,00:01:35,02:01:35 PM,A,NA
469,18_03_10_5,E1 648,Black-headed Bulbul,20,00:02:28,02:02:28 PM,A,NA
470,18_03_10_5,E1 648,NA,15,00:02:50,02:02:50 PM,A,NA
471,18_03_10_5,E1 648,Bold-striped Tit-babbler,35,00:02:59,02:02:59 PM,A,NA
472,18_03_10_5,E1 648,Treeshrew,15,00:03:04,02:03:04 PM,A,NA
473,18_03_10_5,E1 648,Black-crowned Pitta,70,00:03:21,02:03:21 PM,A,NA
474,18_03_10_5,E1 648,Pycnonotus,20,00:04:05,02:04:05 PM,A,Piequicklip
475,18_03_10_5,E1 648,Little Spiderhunter,7,00:04:18,02:04:18 PM,A,NA
476,18_03_10_5,E1 648,Fluffy-backed Tit-babbler,70,00:05:20,02:05:20 PM,A,NA
477,18_03_10_5,E1 648,Rufous Piculet,13,00:05:58,02:05:58 PM,A,NA
478,18_03_10_5,E1 648,Plaintive Cuckoo,12,00:06:46,02:06:46 PM,A,NA
479,18_03_10_5,E1 648,Dark-necked Tailorbird,15,00:07:41,02:07:41 PM,A,NA
480,18_03_10_5,E1 648,Little Spiderhunter,30,00:08:15,02:08:15 PM,A,NA
481,18_03_10_5,E1 648,Ashy Tailorbird,15,00:15:08,02:15:08 PM,A,NA
482,18_03_10_5,E1 648,Smiths Giant Gecko,17,00:15:33,02:15:33 PM,A,NA
483,18_03_10_5,E1 648,Ashy Tailorbird,24,00:15:36,02:15:36 PM,A,NA
484,18_03_10_5,E1 648,Bold-striped Tit-babbler,35,00:18:23,02:18:23 PM,A,NA
485,18_03_10_6,E1 648,Treeshrew,15,00:01:46,03:01:46 PM,A,NA
486,18_03_10_6,E1 648,NA,15,00:03:25,03:03:25 PM,A,"Priii-i-i-i-i-i; maybe dark-necked TB? 3-4khz, c.3s"
487,18_03_10_6,E1 648,Short-toed Coucal,30,00:04:37,03:04:37 PM,A,also at 5:35
488,18_03_10_6,E1 648,Little Spiderhunter,12,00:09:51,03:09:51 PM,A,JA75
489,18_03_10_6,E1 648,NA,20,00:14:00,03:14:00 PM,A,Tailorbird
490,18_03_15_1,Riparian 1,Spectacled Bulbul,10,00:00:32,09:20:32 AM,A,NA
491,18_03_15_1,Riparian 1,Whiskered Treeswift,15,00:01:45,09:21:45 AM,V,hawking insects from bare branch on top of a tree
492,18_03_15_1,Riparian 1,Short-toed Coucal,20,00:04:45,09:24:45 AM,A,NA
493,18_03_15_1,Riparian 1,Crested Goshawk,50,00:09:50,09:29:50 AM,V,"Flying over low, likely flew out of tree"
494,18_03_15_1,Riparian 1,Crested Goshawk,50,00:09:50,09:29:50 AM,V,NA
495,18_03_15_1,Riparian 1,Slender-billed Crow,30,00:10:15,09:30:15 AM,A,NA
496,18_03_15_1,Riparian 1,NA,10,00:18:09,09:38:09 AM,A,NA
497,18_03_15_2,Riparian 1,Ashy Tailorbird,15,00:01:22,10:01:22 AM,A,ta preeeet
498,18_03_15_2,Riparian 1,NA,2,00:04:20,10:04:20 AM,A,NA
499,18_03_15_2,Riparian 1,Flowerpecker,35,00:05:40,10:05:40 AM,A,NA
500,18_03_15_2,Riparian 1,Whiskered Treeswift,40,00:06:40,10:06:40 AM,V,NA
501,18_03_15_2,Riparian 1,Blue-eared Barbet,30,00:06:50,10:06:50 AM,A,NA
502,18_03_15_2,Riparian 1,NA,35,00:07:54,10:07:54 AM,A,NA
503,18_03_15_2,Riparian 1,Spectacled Bulbul,20,00:09:13,10:09:13 AM,A,NA
504,18_03_15_2,Riparian 1,NA,25,00:13:14,10:13:14 AM,A,trriiiijum
505,18_03_15_2,Riparian 1,Tailorbird,30,00:15:20,10:15:20 AM,AV,Dark-necked?
506,18_03_15_3,Riparian 1,NA,NA,00:00:15,11:00:15 AM,A,R88
507,18_03_15_3,Riparian 1,NA,NA,00:03:55,11:03:55 AM,A,NA
508,18_03_15_3,Riparian 1,NA,NA,00:06:56,11:06:56 AM,A,Sweetwit = sunbird?
509,18_03_15_3,Riparian 1,Tailorbird,NA,00:08:43,11:08:43 AM,A,NA
510,18_03_15_3,Riparian 1,NA,NA,00:10:03,11:10:03 AM,A,NA
511,18_03_15_3,Riparian 1,Ruby-cheeked Sunbird,30,00:10:30,11:10:30 AM,V,NA
512,18_03_15_3,Riparian 1,NA,NA,00:11:58,11:11:58 AM,A,sweetsweet
513,18_03_15_3,Riparian 1,Black-naped Monarch,12,00:15:20,11:15:20 AM,AV,male
514,18_03_15_3,Riparian 1,NA,NA,00:17:30,11:17:30 AM,A,sweetwhitsweetwhitwsweetwhit...
515,18_03_15_3,Riparian 1,NA,NA,00:17:57,11:17:57 AM,A,NA
516,18_03_15_4,Riparian 1,Blue-eared Barbet,40,00:02:58,12:02:58 PM,A,NA
517,18_03_15_4,Riparian 1,Tailorbird,20,00:03:44,12:03:44 PM,A,NA
518,18_03_15_4,Riparian 1,Red-naped Trogon,60,00:04:33,12:04:33 PM,A,NA
519,18_03_15_4,Riparian 1,Whiskered Treeswift,45,00:11:36,12:11:36 PM,V,NA
520,18_03_15_4,Riparian 1,NA,NA,00:17:57,12:17:57 PM,A,NA
521,18_03_15_4,Riparian 1,NA,NA,NA,NA,AV,Lots of small birds; identification impossible due to counterlight and birds in 45m tall trees
522,18_03_15_5,Riparian 1,NA,50,00:01:00,01:01:00 PM,V,picture
523,18_03_15_5,Riparian 1,NA,10,00:01:49,01:01:49 PM,A,NA
524,18_03_15_5,Riparian 1,Dark-necked Tailorbird,20,00:02:49,01:02:49 PM,A,NA
525,18_03_15_5,Riparian 1,Whiskered Treeswift,45,00:09:22,01:09:22 PM,V,NA
526,18_03_15_5,Riparian 1,NA,25,00:12:30,01:12:30 PM,A,Sweetwhit-bird
527,18_03_15_5,Riparian 1,Spectacled Bulbul,15,00:13:16,01:13:16 PM,A,NA
528,18_03_15_5,Riparian 1,NA,20,00:15:04,01:15:04 PM,V,picture
529,18_03_15_5,Riparian 1,Blue-banded Kingfisher,3,00:16:55,01:16:55 PM,AV,NA
530,18_03_15_6,Riparian 1,NA,35,00:05:00,02:05:00 PM,A,Hu-li (oriole?) R91
531,18_03_15_6,Riparian 1,Arachnothera,60,00:06:30,02:06:30 PM,V,NA
532,18_03_15_6,Riparian 1,Whiskered Treeswift,40,00:07:55,02:07:55 PM,V,NA
533,18_03_15_6,Riparian 1,Flowerpecker,40,00:10:48,02:10:48 PM,A,NA
534,18_03_15_6,Riparian 1,Grey Wagtail,12,00:14:14,02:14:14 PM,V,NA
535,18_03_15_6,Riparian 1,NA,25,00:15:31,02:15:31 PM,A,also audible at 0:16:30: 0:16:49
536,18_03_15_6,Riparian 1,Green Iora,30,00:17:03,02:17:03 PM,V,gleaning
537,18_03_15_6,Riparian 1,NA,NA,00:17:19,02:17:19 PM,A,NA
538,18_03_15_6,Riparian 1,NA,NA,NA,NA,A,Chew
539,18_03_16_1,D Matrix,Yellow-bellied Prinia,NA,00:00:08,09:00:08 AM,A,NA
540,18_03_16_1,D Matrix,Bold-striped Tit-babbler,NA,00:00:10,09:00:10 AM,A,NA
541,18_03_16_1,D Matrix,NA,NA,00:02:32,09:02:32 AM,A,NA
542,18_03_16_1,D Matrix,NA,NA,00:03:05,09:03:05 AM,A,coucal?
543,18_03_16_1,D Matrix,Yellow-vented Bulbul,NA,00:03:50,09:03:50 AM,V,NA
544,18_03_16_1,D Matrix,Yellow-vented Bulbul,NA,00:03:50,09:03:50 AM,V,NA
545,18_03_16_1,D Matrix,Yellow-vented Bulbul,NA,00:03:50,09:03:50 AM,V,NA
546,18_03_16_1,D Matrix,Babbler,NA,00:04:15,09:04:15 AM,A,NA
547,18_03_16_1,D Matrix,Orthotomus,NA,00:05:19,09:05:19 AM,A,NA
548,18_03_16_1,D Matrix,Bulbul,NA,00:05:56,09:05:56 AM,A,NA
549,18_03_16_1,D Matrix,NA,NA,00:06:30,09:06:30 AM,A,NA
550,18_03_16_1,D Matrix,Black-headed Bulbul,NA,00:07:59,09:07:59 AM,A,NA
